"","OTU","OTU_sum","Domain","Phylum","Class","Order","Family","Genus","Species"
"793","OTU2101",21.7438290730528,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Phaeosphaeriaceae","UNKNOWN","UNKNOWN"
"645","OTU1869",21.7425014454785,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Dothideales","UNKNOWN","UNKNOWN","UNKNOWN"
"554","OTU1732",21.7421690528137,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2054","OTU4517",21.7300928532925,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN"
"796","OTU2106",21.677654625944,"d:Fungi","p:Ascomycota","c:Saccharomycetes","o:Saccharomycetales","UNKNOWN","UNKNOWN","UNKNOWN"
"678","OTU1919",21.6594880865648,"d:Fungi","p:Ascomycota","c:Dothideomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2560","OTU785",21.6587822879395,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"564","OTU1748",21.6339359395328,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2224","OTU4862",21.6281581762786,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Lentitheciaceae","g:Keissleriella","UNKNOWN"
"813","OTU2130",21.6210703372956,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Dothideales","f:Aureobasidiaceae","UNKNOWN","UNKNOWN"
"2322","OTU545",21.6208557069384,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"961","OTU2365",21.6086734756808,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Pleosporaceae","g:Curvularia","s:Curvularia_spicifera_SH093124.07FU"
"362","OTU1466",21.6085359198245,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN"
"2531","OTU753",21.5952755821012,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Cantharellales","f:Tulasnellaceae","UNKNOWN","UNKNOWN"
"914","OTU2290",21.5740418733866,"d:Fungi","p:Basidiomycota","c:Ustilaginomycetes","o:Ustilaginales","UNKNOWN","UNKNOWN","UNKNOWN"
"707","OTU1963",21.4615520346886,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"649","OTU1873",21.4410904587716,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"665","OTU1899",21.4285566998316,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN"
"1709","OTU3836",21.4201075610632,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"1450","OTU3330",21.3676144026921,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Crepidotaceae","g:Crepidotus","UNKNOWN"
"718","OTU1982",21.3609671184894,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2727","OTU968",21.3372016308777,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"791","OTU2098",21.3312382028926,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"13","OTU1014",21.3022868269871,"d:Fungi","p:Chytridiomycota","c:Spizellomycetes","o:Spizellomycetales","f:Spizellomycetaceae","g:Spizellomyces","UNKNOWN"
"767","OTU2063",21.2694559292744,"d:Fungi","p:Chytridiomycota","c:Spizellomycetes","o:Spizellomycetales","f:Spizellomycetaceae","g:Spizellomyces","UNKNOWN"
"612","OTU1822",21.2602117581874,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"750","OTU2030",21.2532497770665,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Eurotiales","f:Aspergillaceae","g:Penicillium","UNKNOWN"
"196","OTU1239",21.2278396682124,"d:Fungi","p:Basidiomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"776","OTU2075",21.2017479963571,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Onygenales","f:Onygenaceae","g:Auxarthron","UNKNOWN"
"687","OTU1937",21.1907952233968,"d:Fungi","p:Basidiomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1737","OTU3919",21.166940148193,"d:Fungi","p:Basidiomycota","c:Tremellomycetes","o:Tremellales","f:Tremellaceae","g:Cryptococcus","UNKNOWN"
"496","OTU1657",21.1477737008901,"d:Fungi","p:Ascomycota","c:Leotiomycetes","o:Helotiales","f:Hyaloscyphaceae","UNKNOWN","UNKNOWN"
"524","OTU1695",21.1291531398293,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Eurotiales","f:Aspergillaceae","g:Penicillium","s:Penicillium_brevicompactum_SH267337.07FU"
"2014","OTU445",21.0726199428346,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Xylariales","UNKNOWN","UNKNOWN","UNKNOWN"
"706","OTU1962",20.988790910793,"d:Fungi","p:Basidiomycota","c:Geminibasidiomycetes","o:Geminibasidiales","f:Geminibasidiaceae","g:Geminibasidium","UNKNOWN"
"424","OTU1561",20.960269937959,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2648","OTU883",20.9601866080925,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN"
"160","OTU1197",20.9531996239095,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Psathyrellaceae","g:Coprinopsis","s:Coprinopsis_brunneofibrillosa_SH219024.07FU"
"466","OTU1610",20.9364668945216,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Sordariales","f:Lasiosphaeriaceae","g:Cercophora","s:Cercophora_samala_SH181902.07FU"
"1069","OTU2550",20.9353210381235,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"939","OTU2330",20.9198777461889,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"370","OTU148",20.8901276288625,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Sordariales","UNKNOWN","UNKNOWN","UNKNOWN"
"946","OTU2343",20.8754911504785,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"1915","OTU4284",20.8724988342554,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Agaricaceae","g:Tulostoma","UNKNOWN"
"116","OTU1140",20.8393459524891,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"121","OTU1146",20.8314296893347,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Agaricaceae","UNKNOWN","UNKNOWN"
"821","OTU2142",20.8174565977307,"d:Fungi","p:Ascomycota","c:Sordariomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"530","OTU1700",20.812233603712,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN"
"764","OTU2058",20.8032951065991,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN"
"245","OTU1302",20.7932500296361,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2175","OTU4764",20.7894453009004,"d:Fungi","p:Glomeromycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"647","OTU1870",20.7652922640386,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Eurotiales","UNKNOWN","UNKNOWN","UNKNOWN"
"1435","OTU3292",20.7296822547247,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Chaetothyriales","f:Herpotrichiellaceae","UNKNOWN","UNKNOWN"
"1556","OTU3533",20.7022730466107,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"797","OTU2107",20.6968480252108,"d:Fungi","p:Ascomycota","c:Lecanoromycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"922","OTU2300",20.6668378833231,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Hypocreales","f:Clavicipitaceae","UNKNOWN","UNKNOWN"
"1166","OTU2737",20.591722445694,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"773","OTU2071",20.5346559566183,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Lophiostomataceae","UNKNOWN","UNKNOWN"
"982","OTU2393",20.495824705804,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Cantharellales","f:Cantharellales_fam_Incertae_sedis","g:Marchandiobasidium","UNKNOWN"
"88","OTU1104",20.4833851681948,"d:Fungi","p:Mortierellomycota","c:Mortierellomycetes","o:Mortierellales","UNKNOWN","UNKNOWN","UNKNOWN"
"740","OTU2014",20.3873005469785,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN"
"300","OTU1382",20.3583383438796,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Eurotiales","f:Aspergillaceae","g:Aspergillus","UNKNOWN"
"1262","OTU2939",20.3555414001364,"d:Fungi","p:Ascomycota","c:Pezizomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2119","OTU466",20.3479204348364,"d:Fungi","p:Glomeromycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1039","OTU2497",20.3430962087716,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Pleosporaceae","g:Alternaria","UNKNOWN"
"52","OTU1067",20.2816977932058,"d:Fungi","p:Ascomycota","c:Sordariomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"54","OTU1069",20.258015425787,"d:Fungi","p:Mortierellomycota","c:Mortierellomycetes","o:Mortierellales","f:Mortierellaceae","g:Mortierella","UNKNOWN"
"977","OTU2385",20.2340084405692,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"2199","OTU4811",20.2174989221925,"d:Fungi","p:Ascomycota","c:Pezizomycetes","o:Pezizales","f:Ascobolaceae","UNKNOWN","UNKNOWN"
"550","OTU1727",20.1875740683992,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN"
"714","OTU1973",20.1510282932861,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Hypocreales","UNKNOWN","UNKNOWN","UNKNOWN"
"926","OTU2308",20.1481109386395,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Phaeosphaeriaceae","g:Ophiosphaerella","UNKNOWN"
"726","OTU1996",20.14561798345,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN"
"760","OTU2047",20.1219877659945,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"1036","OTU2493",20.0488922835891,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2490","OTU713",20.0435885646634,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"870","OTU2219",20.0391554951603,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2580","OTU806",20.0305574824155,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1157","OTU2720",19.9921684071666,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"17","OTU1020",19.9809363815771,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN"
"1194","OTU2797",19.9386442519605,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"867","OTU2215",19.9277075911393,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Pleosporaceae","UNKNOWN","UNKNOWN"
"11","OTU1011",19.9230864363037,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2114","OTU4647",19.9080786360218,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN"
"2255","OTU4950",19.886523229796,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Dictyosporiaceae","g:Dictyosporium","s:Dictyosporium_heptasporum_SH016883.07FU"
"382","OTU1499",19.8741247315128,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1003","OTU2431",19.8489632772545,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1139","OTU2692",19.830757036628,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"101","OTU1123",19.8302212020077,"d:Fungi","p:Ascomycota","c:Pezizomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"174","OTU1214",19.824911305465,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Xylariales","f:Xylariaceae","g:Xylaria","UNKNOWN"
"1884","OTU4214",19.8098833450574,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Agaricaceae","g:Tulostoma","UNKNOWN"
"1460","OTU3352",19.7925900816546,"d:Fungi","p:Ascomycota","c:Leotiomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"684","OTU1932",19.7861206614541,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1029","OTU2481",19.7751297003507,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Hypocreales","f:Cordycipitaceae","g:Lecanicillium","UNKNOWN"
"173","OTU1213",19.76873011114,"d:Fungi","p:Glomeromycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1987","OTU4413",19.7425942966812,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Corticiales","UNKNOWN","UNKNOWN","UNKNOWN"
"1191","OTU2791",19.7366710383652,"d:Fungi","p:Ascomycota","c:Orbiliomycetes","o:Orbiliales","f:Orbiliaceae","UNKNOWN","UNKNOWN"
"980","OTU2390",19.7253668668777,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Verrucariales","f:Verrucariaceae","g:Placidium","s:Placidium_lacinulatum_var._erythrostratum_SH028213.07FU"
"1982","OTU4403",19.6753222829509,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN"
"1644","OTU3696",19.6589392553424,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1076","OTU2563",19.6524676999687,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Sordariales","UNKNOWN","UNKNOWN","UNKNOWN"
"954","OTU2355",19.6269901856881,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"110","OTU1131",19.6125828769484,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Sordariales","UNKNOWN","UNKNOWN","UNKNOWN"
"482","OTU1639",19.6057368033912,"d:Fungi","p:Basidiomycota","c:Microbotryomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2470","OTU692",19.5946882393996,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"274","OTU1344",19.5858101355802,"d:Fungi","p:Ascomycota","c:Sordariomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2519","OTU741",19.5740895749473,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Agaricaceae","UNKNOWN","UNKNOWN"
"955","OTU2356",19.5556904544733,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"514","OTU1680",19.5548388299229,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Agaricaceae","UNKNOWN","UNKNOWN"
"351","OTU1450",19.546312482656,"d:Fungi","p:Basidiomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1305","OTU3016",19.5330763511654,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"1422","OTU3266",19.4845660708844,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1940","OTU4326",19.4653936497989,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN"
"1062","OTU2534",19.3649292172875,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"964","OTU2369",19.3631654926029,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN"
"1713","OTU3841",19.3427419694839,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2084","OTU4581",19.3355418044821,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"801","OTU2112",19.3326326447963,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"452","OTU1598",19.332032407632,"d:Fungi","p:Basidiomycota","c:Tremellomycetes","o:Tremellales","f:Bulleribasidiaceae","g:Dioszegia","UNKNOWN"
"953","OTU2354",19.3093452506443,"d:Fungi","p:Chytridiomycota","c:Spizellomycetes","o:Spizellomycetales","f:Powellomycetaceae","g:Powellomyces","UNKNOWN"
"1152","OTU2713",19.2885877060523,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN"
"2207","OTU4830",19.273051959513,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Lentitheciaceae","g:Keissleriella","UNKNOWN"
"620","OTU1831",19.2521104962487,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Eurotiales","f:Aspergillaceae","UNKNOWN","UNKNOWN"
"2098","OTU4607",19.2216566798841,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Strophariaceae","UNKNOWN","UNKNOWN"
"1843","OTU4143",19.2157254842058,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Sordariales","f:Lasiosphaeriaceae","g:Podospora","UNKNOWN"
"540","OTU1714",19.1924299770972,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Chaetothyriales","UNKNOWN","UNKNOWN","UNKNOWN"
"1189","OTU2788",19.1226133648499,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"683","OTU1930",19.1081520319423,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"471","OTU1624",19.0502484763926,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Leptosphaeriaceae","g:Plenodomus","UNKNOWN"
"1091","OTU2597",19.0358463964928,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2754","OTU994",18.992123739432,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1681","OTU3788",18.991390750649,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"641","OTU1863",18.9762776102583,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"2269","OTU4977",18.9741877401948,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Sordariales","f:Chaetomiaceae","UNKNOWN","UNKNOWN"
"1946","OTU4335",18.9696365408879,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"526","OTU1697",18.9507531305392,"d:Fungi","p:Ascomycota","c:Pezizomycetes","o:Pezizales","f:Ascobolaceae","UNKNOWN","UNKNOWN"
"267","OTU1335",18.9215854316748,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Chaetothyriales","UNKNOWN","UNKNOWN","UNKNOWN"
"2042","OTU4497",18.8884656178357,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN"
"322","OTU1412",18.8422226072091,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"734","OTU2004",18.8077790895711,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"2247","OTU4938",18.8031169900995,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Sordariales","UNKNOWN","UNKNOWN","UNKNOWN"
"1369","OTU3143",18.7927553344755,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"2550","OTU775",18.7902596065165,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"401","OTU1529",18.7728969683577,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN"
"1774","OTU399",18.6746986962287,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Hypocreales","f:Hypocreales_fam_Incertae_sedis","g:Acremonium","s:Acremonium_implicatum_SH210205.07FU"
"257","OTU1318",18.6738504082838,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Chaetothyriales","f:Herpotrichiellaceae","g:Cladophialophora","UNKNOWN"
"913","OTU229",18.6657550079243,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Sordariales","UNKNOWN","UNKNOWN","UNKNOWN"
"1730","OTU3897",18.6573806072943,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"1204","OTU2818",18.6114723692134,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Eurotiales","f:Aspergillaceae","g:Penicillium","UNKNOWN"
"1006","OTU2437",18.5837658842711,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Onygenales","f:Onygenaceae","g:Monascella","s:Monascella_botryosa_SH016264.07FU"
"1089","OTU2592",18.575129462213,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2034","OTU4475",18.5196721525761,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Psathyrellaceae","g:Psathyrella","UNKNOWN"
"881","OTU2237",18.41048619551,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"787","OTU2092",18.3916122121569,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN"
"950","OTU2350",18.3854046279491,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Eurotiales","f:Aspergillaceae","g:Penicillium","UNKNOWN"
"571","OTU1762",18.382087800835,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Capnodiales","f:Mycosphaerellaceae","UNKNOWN","UNKNOWN"
"795","OTU2105",18.3326664938612,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2076","OTU4563",18.3218966365252,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN"
"653","OTU1881",18.2956259928266,"d:Fungi","p:Glomeromycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1839","OTU4137",18.2925910606661,"d:Fungi","p:Ascomycota","c:Dothideomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"404","OTU1534",18.2314027421807,"d:Fungi","p:Ascomycota","c:Lecanoromycetes","o:Acarosporales","f:Acarosporaceae","UNKNOWN","UNKNOWN"
"210","OTU1252",18.14292519674,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Geastrales","f:Geastraceae","UNKNOWN","UNKNOWN"
"1327","OTU3069",18.0319815681329,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1432","OTU3286",17.9760766441528,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Sporormiaceae","UNKNOWN","UNKNOWN"
"1121","OTU2652",17.9551276432134,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN"
"2286","OTU509",17.9525182741143,"d:Fungi","p:Basidiomycota","c:Ustilaginomycetes","o:Ustilaginales","f:Ustilaginaceae","g:Ustilago","UNKNOWN"
"510","OTU1677",17.9357671657242,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1936","OTU4321",17.896947697658,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"1558","OTU3538",17.8771892182849,"d:Fungi","p:Glomeromycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1107","OTU2624",17.8531461029609,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1401","OTU3210",17.8435350293607,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Onygenales","f:Gymnoascaceae","UNKNOWN","UNKNOWN"
"994","OTU2418",17.8327448428859,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
