"","OTU","OTU_sum","Domain","Phylum","Class","Order","Family","Genus","Species","Taxon","Taxon.Level","Trophic.Mode","Guild","Growth.Morphology","Trait","Confidence.Ranking","Notes","Citation.Source"
"1606","OTU3759",3,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1609","OTU3763",3,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Hypocreales","f:Stachybotryaceae","UNKNOWN","UNKNOWN","Hypocreales","7","Saprotroph","Undefined Saprotroph","Microfungus","NULL","Possible","NULL","b'Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158'"
"1614","OTU3772",3,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1643","OTU3822",3,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1644","OTU3826",3,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN","Glomerales","7","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable","NULL","b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'"
"1652","OTU3849",3,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1656","OTU3855",3,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1657","OTU3856",3,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Hypocreales","f:Hypocreales_fam_Incertae_sedis","g:Acremonium","s:Acremonium_brachypenium_SH1560659.08FU","Acremonium","13","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph","Microfungus","Soft Rot","Possible","Endophyte detection method-culture (Hanada et al. 2010, Del Olmo-Ruiz & Arnold 2014); Likely opportunistic human pathogen (Irinyi et al. 2015)","b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-64; Nilsson T. 1973. Studies on wood degradation and cellulolytic activity of microfungi. No. 104; Worrall JJ, et al. 1997. Mycologia 89: 199-219; Hanada RE, et al. 2010. Fungal Biology 114:901-910; Del Olmo-Ruiz M, Arnold AE. 2014. Mycologia 106:8-21; Tedersoo L, et al. 2014. Science 346:1256688; Irinyi L, et al. 2015. Medical Mycology 53:313-337'"
"1662","OTU3864",3,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1665","OTU3870",3,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Sordariales","f:Chaetomiaceae","g:Chaetomium","UNKNOWN","Chaetomiaceae","9","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Dung Saprotroph-Endophyte-Epiphyte-Plant Saprotroph-Wood Saprotroph","Microfungus","Soft Rot","Possible","Saprobic, acting as key decay organisms of plant materials and plant-derived commodities (Cannon & Kirk 2007); Epiphyte detection method-culture (Massimo et al. 2015); Endophyte detection method-culture (Busby et al. 2016, David et al. 2016); Likely opportunistic human pathogen (Irinyi et al. 2015)","b'Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Bills GF, et al. 2013. Current Opinion in microbiology, 16:549-565; Tedersoo L, et al. 2014. Science 346:1256688; Irinyi L, et al. 2015. Medical Mycology 53:313-337; Massimo NC, et al. 2015. Microbial Ecology 70:61-76; Busby PE, et al. 2016. New Phytologist 209:1681-1692; David AS, et al. 2016. Microbial Ecology 71:912-926'"
"1702","OTU3967",3,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1708","OTU3979",3,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Bolbitiaceae","g:Conocybe","UNKNOWN","Bolbitiaceae","9","Saprotroph","Dung Saprotroph-Plant Saprotroph-Soil Saprotroph","Agaricoid","NULL","Probable","On the soil, rotting vegetation, etc., sometimes associated with dung, animals nests etc. Most species are found in grassland, some are drought-adapted (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge'"
"1714","OTU399",3,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Hypocreales","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1721","OTU4003",3,"d:Fungi","p:Basidiomycota","c:Malasseziomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1728","OTU4021",3,"d:Fungi","p:Basidiomycota","c:Ustilaginomycetes","o:Ustilaginales","f:Ustilaginaceae","g:Ustilago","s:Ustilago_maydis_SH1509412.08FU","Ustilago","13","Pathotroph","Plant Pathogen","Facultative Yeast-Smut","NULL","Probable","NULL","b'Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688)'"
"1739","OTU4045",3,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1740","OTU4046",3,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1749","OTU4063",3,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Bolbitiaceae","g:Conocybe","s:Conocybe_deliquescens_SH1583112.08FU","Conocybe","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable","NULL","b'Tedersoo L, et al. 2014. Science 346:1256688'"
"1758","OTU4082",3,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1762","OTU4095",3,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1763","OTU4097",3,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1769","OTU4106",3,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1775","OTU4112",3,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Microascales","f:Microascaceae","g:Microascus","s:Microascus_intricatus_SH1510416.08FU","Microascaceae","9","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Plant Pathogen-Undefined Saprotroph","Microfungus","NULL","Possible","Saprobic in soil or rotting vegetation, some species heat-tolerant and associatated with silage and compost, a few associated with humans and animals (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge'"
"1781","OTU4124",3,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1800","OTU4154",3,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Agaricaceae","g:Tulostoma","UNKNOWN","Agaricaceae","9","Saprotroph","Undefined Saprotroph","Agaricoid-Gasteroid-Secotioid","NULL","Probable","Primarily saprobes in grassland and woodland situations (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge'"
"1819","OTU4184",3,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1833","OTU4204",3,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Phaeosphaeriaceae","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1865","OTU4259",3,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1871","OTU4268",3,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1889","OTU4297",3,"d:Fungi","p:Zoopagomycota","c:Zoopagomycetes","o:Zoopagales","f:Piptocephalidaceae","g:Syncephalis","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1901","OTU4315",3,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1909","OTU4332",3,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN","Glomerales","7","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable","NULL","b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'"
"1915","OTU4348",3,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Agaricaceae","g:Tulostoma","UNKNOWN","Agaricaceae","9","Saprotroph","Undefined Saprotroph","Agaricoid-Gasteroid-Secotioid","NULL","Probable","Primarily saprobes in grassland and woodland situations (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge'"
"1922","OTU4361",3,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Chaetothyriales","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1952","OTU4419",3,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1961","OTU4433",3,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1966","OTU4439",3,"d:Fungi","p:Ascomycota","c:Orbiliomycetes","o:Orbiliales","f:Orbiliaceae","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1993","OTU4482",3,"d:Fungi","p:Ascomycota","c:Dothideomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2041","OTU4568",3,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Sordariales","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2047","OTU4583",3,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2052","OTU4590",3,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2057","OTU4603",3,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2058","OTU4604",3,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Dictyosporiaceae","g:Dictyosporium","s:Dictyosporium_heptasporum_SH1646220.08FU","Dictyosporium","13","Saprotroph","Undefined Saprotroph","Microfungus","NULL","Probable","NULL","b'Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688)'"
"2059","OTU4606",3,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN","Glomerales","7","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable","NULL","b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'"
"2088","OTU466",3,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN","Glomerales","7","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable","NULL","b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'"
"2094","OTU4668",3,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Sordariales","f:Lasiosphaeriaceae","g:Podospora","UNKNOWN","Lasiosphaeriaceae","9","Saprotroph","Undefined Saprotroph","Microfungus","NULL","Probable","Saprobes found dung, soil and rotting vegetation (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge'"
"2096","OTU4677",3,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Onygenales","f:Onygenaceae","g:Auxarthronopsis","s:Auxarthronopsis_bandhavgarhensis_SH1180330.08FU","Onygenaceae","9","Saprotroph","Dung Saprotroph-Soil Saprotroph","Microfungus","NULL","Probable","Generally saprobic and keratinophilic, in soil or coprophilous, occasionally found on hair or horn (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge'"
"2104","OTU4684",3,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2113","OTU4700",3,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Sporormiaceae","g:Sporormia","UNKNOWN","Sporormiaceae","9","Saprotroph","Dung Saprotroph-Plant Saprotroph","Microfungus","NULL","Probable","Saprobic, associated with dung and rotting vegetation (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge'"
"2115","OTU4705",3,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2133","OTU4748",3,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Sordariales","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2135","OTU4750",3,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Agaricaceae","UNKNOWN","UNKNOWN","Agaricales","7","Pathotroph-Saprotroph-Symbiotroph","Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph","Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast","NULL","Possible","Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)","b'Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford'"
"2143","OTU4761",3,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Pleosporaceae","g:Porocercospora","UNKNOWN","Pleosporaceae","9","Pathotroph-Saprotroph","Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph","Microfungus","NULL","Probable","Necrotrophic pathogens and saprobes, especially associated with grasses. Many species are seed-borne (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; David AS, et al. 2016. Microbial Ecology 71:912-926; Lawrey JD, Diederich P. 2016. URL: http://www.lichenicolous.net [24 May 2017]'"
"2147","OTU477",3,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Agaricaceae","g:Tulostoma","UNKNOWN","Agaricaceae","9","Saprotroph","Undefined Saprotroph","Agaricoid-Gasteroid-Secotioid","NULL","Probable","Primarily saprobes in grassland and woodland situations (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge'"
"2157","OTU4795",3,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Psathyrellaceae","UNKNOWN","UNKNOWN","Agaricales","7","Pathotroph-Saprotroph-Symbiotroph","Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph","Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast","NULL","Possible","Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)","b'Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford'"
"2172","OTU4819",3,"d:Fungi","p:Ascomycota","c:Pezizomycetes","o:Pezizales","f:Ascobolaceae","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2175","OTU4823",3,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Onygenales","f:Onygenaceae","g:Mallochia","s:Mallochia_reticulata_SH1169731.08FU","Mallochia","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable","NULL","b'Tedersoo L, et al. 2014. Science 346:1256688'"
"2181","OTU4832",3,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Hypocreales","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2190","OTU494",3,"d:Fungi","p:Ascomycota","c:Leotiomycetes","o:Helotiales","f:Helotiales_fam_Incertae_sedis","g:Chalara","s:Chalara_heteroderae_SH1246924.08FU","Chalara","13","Pathotroph-Saprotroph-Symbiotroph","Endophyte-Plant Pathogen-Wood Saprotroph","NULL","Soft Rot","Probable","NULL","b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645; Tedersoo L, et al. 2014. Science 346:1256688'"
"2433","OTU737",3,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Agaricaceae","UNKNOWN","UNKNOWN","Agaricales","7","Pathotroph-Saprotroph-Symbiotroph","Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph","Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast","NULL","Possible","Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)","b'Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford'"
"151","OTU1188",2,"d:Fungi","p:Calcarisporiellomycota","c:Calcarisporiellomycetes","o:Calcarisporiellales","f:Calcarisporiellaceae","g:Calcarisporiella","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"374","OTU150",2,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Tubeufiales","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"876","OTU2290",2,"d:Fungi","p:Ascomycota","c:Orbiliomycetes","o:Orbiliales","f:Orbiliaceae","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1259","OTU3023",2,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Crepidotaceae","g:Crepidotus","UNKNOWN","Crepidotaceae","9","Saprotroph","Wood Saprotroph","Agaricoid","NULL","Probable","NULL","b'Aime MC, et al. 2005. American Journal of Botany 92:74-82'"
"1365","OTU3281",2,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN","Glomerales","7","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable","NULL","b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'"
"1368","OTU3293",2,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1396","OTU334",2,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Corticiales","f:Corticiaceae","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1449","OTU3439",2,"d:Fungi","p:Basidiomycota","c:Agaricostilbomycetes","o:Agaricostilbales","f:Chionosphaeraceae","g:Kurtzmanomyces","s:Kurtzmanomyces_shapotouensis_SH1519574.08FU","Chionosphaeraceae","9","Pathotroph-Saprotroph","Fungal Parasite-Undefined Saprotroph","Microfungus","NULL","Possible","Species appear to be mycoparasitic, associated with fungi of bark beetle galleries, wood-inhabiting Xylariaceae or lichens. Others are found erumpent from bark or decaying wood and may be sabrobic (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge'"
"1451","OTU3441",2,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1468","OTU3469",2,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN","Glomerales","7","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable","NULL","b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'"
"1538","OTU3613",2,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1661","OTU3860",2,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1759","OTU4083",2,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1767","OTU4103",2,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Diaporthales","f:Schizoparmaceae","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1777","OTU4115",2,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1780","OTU4121",2,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1787","OTU4130",2,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1792","OTU4138",2,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1820","OTU4186",2,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1846","OTU4224",2,"d:Fungi","p:Basidiomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1876","OTU4273",2,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Sporormiaceae","g:Preussia","UNKNOWN","Sporormiaceae","9","Saprotroph","Dung Saprotroph-Plant Saprotroph","Microfungus","NULL","Probable","Saprobic, associated with dung and rotting vegetation (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge'"
"1878","OTU4275",2,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Cantharellales","f:Ceratobasidiaceae","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1884","OTU4285",2,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1893","OTU4303",2,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Sordariales","f:Chaetomiaceae","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1912","OTU4336",2,"d:Fungi","p:Mortierellomycota","c:Mortierellomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1925","OTU4366",2,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1928","OTU437",2,"d:Fungi","p:Ascomycota","c:Leotiomycetes","o:Helotiales","f:Chaetomellaceae","g:Chaetomella","s:Chaetomella_raphigera_SH1560371.08FU","Chaetomella","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable","NULL","b'Tedersoo L, et al. 2014. Science 346:1256688'"
"1930","OTU4372",2,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Strophariaceae","UNKNOWN","UNKNOWN","Agaricales","7","Pathotroph-Saprotroph-Symbiotroph","Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph","Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast","NULL","Possible","Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)","b'Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford'"
"1950","OTU4411",2,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1954","OTU4420",2,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1978","OTU4459",2,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1980","OTU4460",2,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1981","OTU4462",2,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1982","OTU4463",2,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Cantharellales","f:Ceratobasidiaceae","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1988","OTU4475",2,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2007","OTU4510",2,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2017","OTU4528",2,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
