"fungi.Grass.BOGR.1" "fungi.Ecotone.LATR.8" "fungi.Ecotone.PLJA.8" "fungi.Ecotone.PLJA.1" "fungi.Grass.BOER.4" "fungi.Grass.BOER.7" "fungi.Grass.PLJA.6" "fungi.Ecotone.LATR.5" "fungi.Shrub.LATR.8" "fungi.Grass.BOGR.7" "fungi.Ecotone.BOER.7" "fungi.Ecotone.PLJA.5" "fungi.Ecotone.BOER.4" "fungi.Ecotone.LATR.4" "fungi.Grass.PLJA.1" "fungi.Grass.PLJA.5" "fungi.Grass.BOGR.4" "fungi.Ecotone.PLJA.3" "fungi.Grass.BOGR.5" "fungi.Shrub.LATR.3" "fungi.Ecotone.BOER.8" "fungi.Ecotone.LATR.6" "fungi.Ecotone.BOER.3" "fungi.Grass.BOER.6" "fungi.Grass.PLJA.2" "fungi.Shrub.LATR.7" "fungi.Shrub.LATR.5" "fungi.Grass.BOER.5" "fungi.Ecotone.LATR.2" "fungi.Shrub.LATR.6" "fungi.Ecotone.LATR.3" "fungi.Ecotone.LATR.7" "fungi.Ecotone.PLJA.7" "fungi.Ecotone.BOER.2" "fungi.Grass.BOGR.3" "fungi.Shrub.LATR.2" "fungi.Shrub.LATR.4" "fungi.Ecotone.BOER.1" "fungi.Ecotone.BOER.5" "fungi.Grass.PLJA.7" "fungi.Grass.BOER.2" "fungi.Grass.BOGR.8" "fungi.Grass.BOGR.6" "fungi.Ecotone.BOER.6" "fungi.Grass.PLJA.8" "fungi.Grass.BOGR.2" "fungi.Grass.BOER.8" "fungi.Grass.PLJA.3" "fungi.Shrub.LATR.1" "fungi.Grass.BOER.3" "fungi.Ecotone.LATR.1" "fungi.Ecotone.PLJA.6" "fungi.Ecotone.PLJA.2" "fungi.Grass.BOER.1" "fungi.Ecotone.PLJA.4" "fungi.Grass.PLJA.4"
"OTU231" 0 187 956 0 0 0 0 0 99 0 7 0 0 45 0 0 0 0 0 182 27 0 6 0 0 121 41 0 0 174 64 72 135 82 0 55 102 0 5 0 0 0 0 63 1 0 0 0 57 2 0 0 18 0 34 0
"OTU3281" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU513" 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 592 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 8 0 0 0 0 0 2 0 0 212 0 98 0
"OTU250" 0 179 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1032 10 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0
"OTU152" 2 0 0 0 0 38 254 0 0 144 0 0 0 0 0 19 0 1 0 6 0 63 0 0 46 0 0 0 0 0 0 0 392 0 323 0 0 0 0 146 0 157 969 96 13 0 0 0 0 31 2 854 0 0 0 0
"OTU291" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 779 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 831 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 17 0 0 0 0 115
"OTU172" 0 0 1 0 0 0 0 0 234 0 0 0 0 0 0 0 0 338 0 0 0 0 0 0 0 0 13 0 59 0 611 145 5 664 0 0 193 0 30 0 0 0 0 0 0 0 0 0 775 0 0 0 0 0 0 0
"OTU59" 19 0 0 0 0 1 30 68 1104 0 54 3 0 271 0 0 0 140 0 347 315 152 299 21 140 272 18 0 65 1 303 148 173 3 66 123 2281 1314 10 0 24 0 73 0 1 143 0 0 411 9 0 33 36 1 2 0
"OTU1269" 11 0 0 0 61 18 1 0 0 0 0 0 0 37 316 0 112 132 0 0 0 0 156 33 0 0 0 0 0 0 0 2 0 0 0 13 23 0 42 0 126 0 20 0 0 0 77 138 0 0 1 12 210 0 0 21
"OTU15" 52 0 52 309 0 1 17 0 115 0 9 0 87 428 0 25 136 1 28 136 0 0 0 15 58 0 412 1 0 1 0 12 26 741 25 30 238 0 67 0 282 38 15 95 0 2 40 0 116 10 9176 1 1 0 232 0
"OTU498" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU54" 1 0 0 0 0 1 0 0 0 0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 9862 40 0 0 160 16 1 0 2 5 0 0 0 0 0 19 1 1 0
"OTU3880" 13 0 0 0 1 0 0 0 0 0 0 0 6 0 0 0 4 31 147 0 0 0 200 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 150 0 0 8 0 0 0 0 0 0 19 0 0 0 0 21 105
"OTU3774" 0 0 0 1 0 18 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 211 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU32" 353 0 1 0 196 46 27 0 54 0 0 2975 139 0 0 3264 1 0 0 132 578 0 0 2697 683 0 0 139 1 109 1 1 325 0 0 0 0 109 293 0 292 307 546 563 0 188 444 3 0 273 0 842 1 0 0 0
"OTU98" 0 1 0 1 0 0 6 0 0 0 1 0 725 235 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 484 0 0 1241 0 1 0 0 0 0 387 0 244 0 0 0 0 1 2550 27 10
"OTU949" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU67" 1 1 273 231 33 65 3 0 0 1 162 493 791 194 0 0 153 271 0 1 187 544 253 0 0 0 0 237 261 0 439 8 1 756 0 1 1 160 18 35 11 53 8 130 34 0 0 11 0 0 0 65 1 0 138 0
"OTU12" 2 0 4 276 2 0 1 453 0 1 0 1689 0 6 0 0 11 4 1 18 35 48 3 252 2 1 0 1 20342 1 6912 1641 29 0 3 2 0 0 0 1 187 202 6048 69 2 1 1 1 117 1 106 3797 0 772 2 1
"OTU2328" 27 0 0 0 0 0 0 0 0 0 67 0 0 0 0 0 1 0 0 0 0 0 0 0 603 0 0 382 0 0 0 3 0 0 0 1 0 0 0 0 455 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"OTU16" 3 0 0 0 0 0 0 1 0 5 0 27 1 0 0 5679 0 222 0 0 0 1 346 0 0 0 0 1 0 3 33 0 0 0 1 4 0 0 830 0 0 271 0 87 5401 0 1 0 0 1 0 32 2 0 9783 0
"OTU1357" 0 0 2 1 0 0 810 0 0 0 0 2 1 0 0 6 0 0 70 0 1 0 0 0 0 0 0 0 69 0 101 3 0 0 812 0 0 0 0 8 6852 948 1272 0 10 4 0 2374 0 2304 8 0 1 895 0 22
"OTU508" 0 0 0 0 0 0 0 0 0 0 0 235 0 0 0 0 0 0 0 0 0 0 0 0 0 0 37 0 0 0 0 0 0 0 111 0 0 0 0 0 246 0 0 0 0 131 0 0 42 13 1 0 0 0 0 0
"OTU1132" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 167 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU258" 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 275 0 0 0 0 0 0
"OTU161" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 2 0 0 3 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU83" 0 0 34 0 0 2 0 0 0 0 15 0 0 0 0 32 0 0 0 0 0 0 0 476 0 0 0 0 10 1 0 0 0 0 299 0 0 0 0 0 0 0 0 1 0 0 41 153 0 5 2 0 0 0 0 1
"OTU315" 0 0 0 0 0 0 0 0 0 0 118 0 0 223 0 0 0 0 0 0 0 0 65 0 0 0 0 0 0 0 0 34 294 129 0 0 0 0 0 0 1 0 0 340 0 0 0 0 303 0 0 98 31 0 0 0
"OTU911" 0 0 42 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 82 30 0 0 0 0 0 0 0 0 0
"OTU810" 17 425 0 0 0 0 273 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 879 26 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 296 491 1 0 0 0 1296 0 128 0 0 0 1 0 0 0 0
"OTU269" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 91 0 0 0 0 0 0 0 0 0 0 0
"OTU444" 0 0 61 0 0 112 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 14 28 0 255 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU4223" 0 0 169 4 0 3 0 0 0 0 1 0 2 0 0 81 0 5 0 0 89 0 0 39 512 0 0 298 0 0 0 0 12 0 0 0 0 69 2 4 0 0 4 2 3 426 0 113 0 0 0 1 0 94 5 0
"OTU260" 0 0 0 0 63 0 1 66 0 0 1 28 0 1 0 0 3 0 0 0 0 0 301 0 0 0 0 104 0 1 0 1 0 0 0 67 200 0 26 0 0 67 0 0 0 0 1185 1 0 0 0 0 0 0 0 0
"OTU1930" 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU105" 0 40 1735 0 0 0 1 0 0 86 35 13 0 0 1 0 0 0 0 0 0 0 0 167 0 0 0 1 0 0 0 0 1 36 0 0 0 0 175 83 0 0 0 0 1 0 0 0 0 0 0 0 0 0 61 0
"OTU545" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 791 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU39" 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 1 4 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0
"OTU209" 158 0 0 0 18 0 0 0 247 0 0 0 1 198 0 0 0 242 0 44 0 32 68 0 0 0 247 0 0 157 118 24 467 1 79 0 58 0 0 0 0 0 0 0 0 0 24 0 0 56 1 1 0 0 0 0
"OTU2603" 0 0 218 0 143 0 276 0 0 0 1 9 0 0 0 0 0 0 0 0 0 0 1 15 0 0 0 0 0 0 0 0 100 0 0 0 0 0 12 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 52 0
"OTU11" 0 1 1 2734 0 1 0 2241 1 1 33 3 3 2965 242 0 1 2230 0 1 1434 691 3245 0 0 4453 1 0 0 2024 1 626 2483 1815 1 7 16 0 1159 2 1 46 52 1312 1 0 1 0 0 4 599 5 95 0 2342 1
"OTU60" 0 33 327 5356 0 0 1 24 0 0 222 0 0 1 1 213 0 0 202 0 3159 0 0 0 451 0 0 0 1 0 0 1 10 0 0 152 0 1026 0 0 0 0 0 392 0 0 0 0 42 0 414 1440 2597 0 1 0
"OTU40" 11 0 18 1 0 72 10 38 38 10 0 6 0 0 0 272 1 393 1 453 325 3784 824 24 42 294 0 2723 196 696 0 1 18 85 211 7 275 239 7 0 142 6 1 0 1 95 2 0 74 8 1 318 35 61 135 0
"OTU654" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23 0 0 276 0 0 0 0 0 0
"OTU234" 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 1 0 0 0 0
"OTU27" 0 0 1 1947 1 1 70 1 1078 0 3 0 1 0 0 0 0 0 0 3162 1 1 1661 0 0 402 0 0 4563 1 0 6580 0 0 1 5428 0 1 0 0 0 0 0 0 0 0 1 0 323 0 0 0 0 0 1 0
"OTU57" 213 137 128 0 0 0 1 31 57 0 6 57 86 178 350 162 3 235 571 57 15 117 92 17 936 1027 1281 25 17 44 255 375 6 34 50 85 425 442 42 82 95 0 4 231 0 1 9 142 244 64 0 6 38 0 0 79
"OTU28" 452 1698 1 2341 77 49 1612 203 0 48 0 0 10465 1 2763 12 354 407 4488 0 20 0 1 865 1 0 0 0 0 0 0 0 0 1 1565 0 0 1357 0 1239 19 2937 488 0 545 0 226 224 46 292 16 177 5 0 3 958
"OTU267" 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1837 0 0 0 0 0 0 0 0 0 0 0
"OTU73" 0 0 199 0 0 1 0 48 32 0 14 0 6 208 0 26 5 74 0 79 0 127 64 2 0 91 462 0 1251 1 413 35 6 103 76 66 49 0 0 0 4 75 1 0 8 0 11 1117 3129 18 0 75 115 263 4 96
"OTU77" 197 0 0 0 81 0 0 0 0 0 0 0 2 0 0 246 77 0 0 1 0 0 0 0 0 0 0 1476 0 1 0 0 0 0 63 0 0 0 0 0 0 0 0 0 0 0 0 2647 807 136 1 0 0 1308 0 0
"OTU370" 1 0 97 0 27 0 0 0 0 113 57 101 0 0 0 0 0 349 0 0 48 0 149 0 0 0 0 0 0 0 0 0 10 0 0 32 68 0 63 0 25 0 0 158 20 0 39 0 0 0 0 370 0 0 16 0
"OTU2507" 0 21 19 5 0 0 43 184 0 0 2 0 20 0 0 51 3439 3 0 153 0 2 0 1864 1 1 3 12 0 0 0 0 2 539 2 5 1 21 1 0 1 77 1 0 10 0 2 5 0 1 1963 8 2 0 1 475
"OTU4422" 0 0 0 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 71 0 0 0 0 0 0 0 251 0 0 0 0 0 268 0 0 0 0 0 0 0 0 0 0 0
"OTU9" 120 2 3528 1 28 98 25 1 403 11 155 144 3038 1 0 401 1 0 22 28 36 0 72 423 40 0 0 1 2 2 0 235 4162 2136 1659 3 1 119 69 207 1868 1 270 1884 84 0 959 1545 5582 61 18 1630 3180 0 397 32
"OTU342" 34 0 214 0 0 0 0 0 63 0 0 0 0 1 0 404 0 437 0 0 0 0 136 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 347 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"OTU132" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0
"OTU65" 38 0 1 0 1 0 0 1 0 6105 1 0 0 1 0 2 0 0 0 0 0 0 580 0 1 0 0 0 0 0 0 438 1 1 2793 0 0 0 0 1 0 0 0 0 0 1 0 0 1 3 32 0 0 0 0 0
"OTU844" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 284 0 0 0 0 0 0 0
"OTU4544" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 624 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU274" 11 0 1 0 0 0 2 0 0 0 27 130 344 0 0 0 15 1478 0 0 138 1 0 0 0 0 0 0 0 0 0 1 513 0 0 2 0 547 433 23 0 0 0 0 527 0 0 0 0 78 0 0 1 0 0 0
"OTU61" 2101 0 86 0 0 114 1 0 0 0 28 0 1 0 0 679 15 0 80 607 833 0 0 45 285 0 0 480 4 2 57 0 43 474 426 1 1 0 58 0 1819 0 36 256 0 0 0 651 1021 126 3 0 0 0 0 0
"OTU126" 116 0 3 0 175 312 16 0 0 30 429 451 85 145 0 69 0 0 122 1 0 0 1 331 1365 0 0 0 0 1 0 0 0 34 160 0 0 0 1 5 364 1144 12 0 0 0 0 0 0 50 5 0 1 309 4 21
"OTU263" 0 0 0 0 0 0 0 0 0 0 0 0 283 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2085 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 253 0
"OTU1585" 1 0 0 0 0 5 3 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 10 0 0 0 2 2 0 39 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU108" 0 0 1 0 0 3 0 0 70 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 405 1 0 0 1 0 0 0 1 195 0 0 0 2 0 0 0 0 0 1 0 103 0 0 0 0 0 0 0
"OTU109" 0 0 50 706 0 0 0 0 53 108 71 688 0 0 419 2 12 0 0 0 19 0 298 0 1 119 0 0 36 0 0 0 96 0 0 0 28 0 78 17 0 0 73 5 144 0 0 0 53 0 456 29 0 0 0 0
"OTU340" 559 0 0 0 0 0 8 0 24 0 0 0 0 0 0 0 1 0 0 0 0 0 1 45 0 23 0 0 0 0 0 0 0 0 1 599 0 0 30 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"OTU45" 750 408 0 3235 0 0 82 0 12 89 0 0 0 0 0 1 210 0 1 116 240 98 1964 0 0 1797 27 0 0 702 0 0 0 0 0 2206 0 0 0 1 0 1 8 3 403 0 0 847 23 1 0 96 0 1 1 1
"OTU233" 0 0 34 0 0 29 131 0 0 0 0 42 1 0 1595 288 0 0 29 0 0 0 0 0 71 0 0 0 0 0 0 0 298 0 0 1 0 0 18 5 0 0 9 0 0 0 52 0 0 0 0 0 0 0 0 4
"OTU37" 0 0 0 1 0 0 0 1 1 0 0 0 0 0 1 29 0 0 17885 0 0 0 0 1 0 0 0 1 0 1 0 16 0 0 68 2 0 0 0 0 0 0 0 0 1332 0 1 0 0 0 1 0 0 0 0 0
"OTU1050" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 127 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 0 0 0 61 0 0 0
"OTU144" 0 0 50 0 0 1733 0 0 0 42 1 252 0 0 0 2314 0 0 0 0 0 0 0 323 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 111 0 0 0 0 0 0 107 0 0 0 0 0 1 0 0 0
"OTU200" 161 0 0 0 46 241 0 0 0 0 0 0 0 0 0 0 649 0 0 0 0 0 0 0 36 338 54 0 386 0 357 713 164 0 0 0 0 0 1 0 17 0 0 0 296 158 0 0 237 33 0 0 0 0 0 19
"OTU3688" 1 0 0 0 32 0 0 0 0 0 0 0 0 0 0 0 638 1 0 0 0 0 0 0 3 0 0 173 0 86 0 0 0 0 0 2 0 0 2 4 0 468 0 6 6 352 318 0 0 0 0 4 0 7 0 0
"OTU4660" 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 9 0 0 0 0 0 121 11 18 0 0 0 0 37 0 39 0 0 0 15 0 0
"OTU1712" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 49 0 0 0 0 0 0 0
"OTU19" 0 1 0 0 1 0 1 0 0 0 0 0 0 21916 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 1 28 0 0 291 0 1 0 0 0 0 684 0 0 0 0 0 1 1 0 1 0
"OTU472" 0 0 0 0 0 0 0 0 0 0 35 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 3 0 0 0 0
"OTU103" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0
"OTU74" 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 7 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"OTU1041" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33 0 0 0 0 0 0 204 0 0 0 0 0 0 0 0
"OTU72" 0 7387 0 0 0 0 0 1 0 0 0 1 0 0 1 1 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 17 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU47" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 2 0 1 1638 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"OTU241" 0 1 0 0 1 0 1984 0 0 0 0 0 0 0 0 0 86 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2375 0 0 0 0 0 0
"OTU580" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 0 116 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 129 0 0 0 0 474 0 0 0 0 0
"OTU414" 0 4 46 0 0 0 0 11 0 0 0 0 0 262 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 289 0 0 0 0 74 0 0 0 0 0 0 0 0 0 1219 6 0 32 0 0 0 0
"OTU304" 0 0 35 0 0 0 46 0 0 0 113 0 259 0 0 0 0 0 0 0 35 0 40 27 0 0 1 45 0 0 0 0 632 0 0 24 0 249 0 0 0 53 4 0 1 0 213 0 0 0 0 16 1 0 61 0
"OTU176" 304 0 1057 716 150 255 8 0 0 0 3 98 281 0 0 121 247 260 0 1 267 1 0 174 1485 0 0 11 0 0 0 0 59 0 0 499 0 537 48 1307 1 377 262 455 406 292 220 433 0 15 0 223 0 554 260 0
"OTU538" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"OTU554" 0 18 0 0 0 0 0 0 185 0 0 0 0 0 0 0 0 0 0 519 8 0 0 0 0 0 78 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0
"OTU102" 0 1 0 0 0 0 0 0 43 0 0 1 0 0 0 0 3 0 0 104 0 0 0 0 0 0 8 0 0 7609 0 0 0 0 0 0 0 1 0 0 0 0 61 0 0 101 0 0 0 0 0 0 0 0 0 0
"OTU358" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 725 0 1 0 0 0 1245 0 0 0 0 0 0 0 0 0 0
"OTU184" 0 0 0 0 0 134 117 0 0 0 0 89 0 272 0 29 230 159 0 0 0 0 0 20 0 0 224 0 0 0 49 0 195 0 0 0 1 0 0 310 0 301 0 1 68 0 0 0 0 0 0 0 0 0 1 0
"OTU246" 0 195 0 0 0 0 0 0 0 0 32 0 0 23 0 0 0 231 0 269 89 0 0 0 0 0 41 0 324 0 30 9 78 325 0 0 76 0 50 0 0 0 0 0 0 0 0 0 0 1 323 0 27 0 38 0
"OTU99" 0 116 239 192 1 53 0 118 800 26 806 0 231 212 0 451 0 1 51 629 97 0 0 51 22 0 0 32 0 431 87 201 530 110 0 200 0 310 7 0 0 0 31 251 0 0 154 0 114 0 2 165 0 0 82 0
"OTU474" 22 0 0 0 0 0 0 6 0 0 45 43 0 0 0 64 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 6 13 0 40 0 0 0 16 37 0 0 0 28 0 0 0 0 0 16 2 0 0 0 0 0
"OTU107" 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 29 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 179 0 0 0 0 1 0 0 0
"OTU723" 0 0 0 0 0 0 0 0 0 0 0 296 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU560" 0 0 0 0 0 0 0 42 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 18 0 0 0 0 0 271 0 13 0 0 0 31 0 0 0 0 0 0 0 0 0
"OTU148" 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"OTU643" 0 0 0 0 20 0 1 0 0 0 0 0 0 0 0 443 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU118" 18 0 0 1 0 20 0 0 0 0 12 0 1 0 0 10 0 70 0 0 0 0 0 30 0 145 971 0 42 1 168 0 0 0 0 0 0 0 0 5 0 0 12 0 0 0 0 0 0 16 0 13 0 1222 1 43
"OTU49" 212 30 0 0 0 473 9 0 0 99 53 0 0 1 0 1384 107 568 14 0 0 41 0 19 68 0 0 0 0 0 0 4 0 0 84 0 0 0 37 92 28 0 119 1 0 0 83 0 0 53 2 200 95 0 0 123
"OTU240" 0 0 0 0 0 0 0 0 0 0 15 0 316 0 0 51 0 0 0 0 18 0 0 38 78 0 0 170 0 0 0 0 0 1 0 0 0 0 0 0 1546 0 0 0 0 0 0 153 1 0 0 20 0 0 0 0
"OTU2532" 28 0 253 0 1 37 18 0 0 0 337 61 316 0 0 128 14 1 25 30 92 0 57 122 198 0 0 55 0 0 0 5 515 173 60 1 0 197 0 22 142 103 47 92 2 1 24 0 0 1 1 311 0 0 116 42
"OTU510" 0 0 0 0 0 1 0 0 56 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 683 5 0 1 0 1 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU280" 0 288 0 0 0 0 0 0 0 60 17 0 0 1 0 189 0 272 0 0 0 0 0 0 0 0 0 0 110 0 0 0 0 0 0 0 0 0 0 0 434 0 0 80 0 0 0 0 0 0 0 0 0 0 0 4
