"","Row.names","OTU","average","av_LATR","av_PLJA","pval","Domain","Phylum","Class","Order","Family","Genus","Species","taxonomy","Taxon","Taxon.Level","Trophic.Mode","Guild","Growth.Morphology","Trait","Confidence.Ranking","Notes","Citation.Source"
"384","OTU492","OTU492",0.000952157950047899,0,3.72990354775,0.0019,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"385","OTU4921","OTU4921",6.14047452313317e-05,0,0.290425254375,0.0063,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"386","OTU4927","OTU4927",7.3556235882441e-05,0,0.3478980075,0.0063,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"387","OTU4931","OTU4931",8.68684836459359e-05,0,0.410860779,0.0063,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Sordariales","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales","-","-","-","-","-","-","-","Unassigned","-"
"388","OTU4936","OTU4936",6.73997369505601e-05,0,0.2938748895,0.0056,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Pleosporaceae","g:Curvularia","s:Curvularia_spicifera_SH093124.07FU","d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Curvularia,s:Curvularia_spicifera_SH093124.07FU","Curvularia","13","Pathotroph","Plant Pathogen","NULL","NULL","Probable","NULL","b'Tedersoo L, et al. 2014. Science 346:1256688'"
"389","OTU4937","OTU4937",7.3556235882441e-05,0,0.3478980075,0.0063,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"390","OTU4944","OTU4944",0.000232237748631028,0,0.97212920825,0.0017,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN","d:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae","Glomerales","7","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable","NULL","b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'"
"391","OTU495","OTU495",0.000494801392359767,1.959625326875,0,0.0244,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"392","OTU499","OTU499",0.000106359004029896,0,0.503044849125,0.0063,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"393","OTU5","OTU5",0.00106516581271599,11.423479134,7.682872968125,0.0022,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales","-","-","-","-","-","-","-","Unassigned","-"
"394","OTU505","OTU505",0.00063997327937759,0.290748250625,2.372724172,0.0104,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Xylariales","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales","-","-","-","-","-","-","-","Unassigned","-"
"395","OTU507","OTU507",0.000780893038974452,3.142727161,0.7759828315,0.0153,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Microascales","f:Microascaceae","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Sordariomycetes,o:Microascales,f:Microascaceae","-","-","-","-","-","-","-","Unassigned","-"
"396","OTU519","OTU519",0.000882874526173956,0.57125023525,3.79008795475,0.0055,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Pleosporaceae","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae","-","-","-","-","-","-","-","Unassigned","-"
"397","OTU527","OTU527",0.000330317870784772,0,1.339323705625,0.0022,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales","-","-","-","-","-","-","-","Unassigned","-"
"398","OTU532","OTU532",0.00029296380929575,0,1.231693116375,0.0014,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","g:Rhizophagus","UNKNOWN","d:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Rhizophagus","Glomeraceae","9","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable","NULL","b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'"
"399","OTU543","OTU543",6.1009534108441e-05,0,0.259410434125,0.0058,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"400","OTU556","OTU556",0.000594553661722557,0,2.372406455875,0.021,"d:Fungi","p:Ascomycota","c:Pezizomycetes","o:Pezizales","f:Pyronemataceae","g:Scutellinia","UNKNOWN","d:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Scutellinia","Pyronemataceae","9","Saprotroph-Symbiotroph","Dung Saprotroph-Ectomycorrhizal-Soil Saprotroph-Wood Saprotroph","Gasteroid-Pezizoid","NULL","Possible","Saprobic on soil, dung or rotten wood or mycorrhizal, some species hypogeous, others associated with fire sites (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge'"
"401","OTU559","OTU559",0.000458110573981495,0,1.774258880875,0.0012,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Agaricaceae","UNKNOWN","UNKNOWN","d:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae","-","-","-","-","-","-","-","Unassigned","-"
"402","OTU57","OTU57",0.000865344970413691,6.1887361815,3.9994636955,0.0468,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Eurotiales","f:Aspergillaceae","g:Aspergillus","UNKNOWN","d:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Aspergillus","Eurotiales","7","Saprotroph","Undefined Saprotroph","Microfungus","NULL","Possible","NULL","b'Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158'"
"403","OTU590","OTU590",0.000163788295278216,0,0.696422180625,0.0058,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales","-","-","-","-","-","-","-","Unassigned","-"
"404","OTU598","OTU598",0.000862282835886539,3.6068611965,0.602655441625,0.0274,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"405","OTU6","OTU6",0.00162705597102215,2.665104270875,9.047690779,6e-04,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"406","OTU606","OTU606",7.83051486824081e-05,0,0.28524439175,0.0019,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Xylariales","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales","-","-","-","-","-","-","-","Unassigned","-"
"407","OTU623","OTU623",0.000320536189288333,0,1.376346280625,0.0017,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Cantharellales","f:Tulasnellaceae","UNKNOWN","UNKNOWN","d:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Tulasnellaceae","-","-","-","-","-","-","-","Unassigned","-"
"408","OTU633","OTU633",7.83051486824081e-05,0,0.28524439175,0.0019,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Sordariales","f:Chaetomiaceae","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae","-","-","-","-","-","-","-","Unassigned","-"
"409","OTU642","OTU642",0.000574142856333302,0,2.38583551625,0.0146,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"410","OTU654","OTU654",0.000416166253334652,0,1.664247525875,0.0061,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","g:Kamienskia","s:Kamienskia_divaricata_SH641510.07FU","d:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Kamienskia,s:Kamienskia_divaricata_SH641510.07FU","Glomeraceae","9","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable","NULL","b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'"
"411","OTU660","OTU660",7.46234265884888e-05,0,0.288917901625,0.0042,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Entolomataceae","g:Clitopilus","UNKNOWN","d:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Entolomataceae,g:Clitopilus","Entolomataceae","9","Pathotroph-Saprotroph-Symbiotroph","Ectomycorrhizal-Fungal Parasite-Soil Saprotroph-Undefined Saprotroph","Agaricoid","NULL","Possible","Saprobic or ectomycorrhizal, in both broadleaved and coniferous forests; a few species associated with other substrata such as dung and mosses (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; List compiled by John Plischke III (http://home.comcast.net/~grifola/fungionfungi.pdf)'"
"412","OTU67","OTU67",0.00095213994852916,5.334722423625,5.994712985875,0.0496,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota","-","-","-","-","-","-","-","Unassigned","-"
"413","OTU69","OTU69",0.000860410598192016,2.03497869075,3.762851760625,0.0368,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Dictyosporiaceae","g:Dictyosporium","s:Dictyosporium_heptasporum_SH016883.07FU","d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Dictyosporiaceae,g:Dictyosporium,s:Dictyosporium_heptasporum_SH016883.07FU","Dictyosporium","13","Saprotroph","Undefined Saprotroph","Microfungus","NULL","Probable","NULL","b'Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688)'"
"414","OTU690","OTU690",0.000693320020205481,0.85356535425,2.83495734925,0.0178,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"415","OTU697","OTU697",6.14047452313317e-05,0,0.290425254375,0.0063,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN","d:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae","Glomerales","7","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable","NULL","b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'"
"416","OTU70","OTU70",0.00108660165862023,1.375566741,4.8472792005,0.0466,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Onygenales","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales","-","-","-","-","-","-","-","Unassigned","-"
"417","OTU711","OTU711",0.000665871111682547,2.791313749125,0,0.0094,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Venturiales","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales","-","-","-","-","-","-","-","Unassigned","-"
"418","OTU72","OTU72",0.00083845814780535,3.41170841475,0.292532793,0.0167,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Bolbitiaceae","g:Conocybe","s:Conocybe_sabulicola_SH176633.07FU","d:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Bolbitiaceae,g:Conocybe,s:Conocybe_sabulicola_SH176633.07FU","Conocybe","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable","NULL","b'Tedersoo L, et al. 2014. Science 346:1256688'"
"419","OTU723","OTU723",0.000238360994853919,0,0.968917131,0.0042,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"420","OTU728","OTU728",0.000439267165916414,1.803918523625,0,0.0294,"d:Fungi","p:Ascomycota","c:Dothideomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Dothideomycetes","-","-","-","-","-","-","-","Unassigned","-"
"421","OTU731","OTU731",0.000843934493100553,0,3.3329189955,0.0473,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","g:Kamienskia","s:Kamienskia_divaricata_SH641510.07FU","d:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Kamienskia,s:Kamienskia_divaricata_SH641510.07FU","Glomeraceae","9","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable","NULL","b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'"
"422","OTU764","OTU764",0.000142091936331343,0,0.6195462175,0.0055,"d:Fungi","p:Basidiomycota","c:Tremellomycetes","o:Cystofilobasidiales","f:Cystofilobasidiaceae","g:Cystofilobasidium","UNKNOWN","d:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Cystofilobasidiales,f:Cystofilobasidiaceae,g:Cystofilobasidium","-","-","-","-","-","-","-","Unassigned","-"
"423","OTU765","OTU765",0.000209050248092617,0,0.988742339875,0.0062,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Agaricaceae","UNKNOWN","UNKNOWN","d:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae","-","-","-","-","-","-","-","Unassigned","-"
"424","OTU766","OTU766",0.000659728067589524,0,2.588895022375,0.0272,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"425","OTU778","OTU778",6.1009534108441e-05,0,0.259410434125,0.0058,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"426","OTU783","OTU783",0.00077385529958666,1.145163828375,3.681204170625,0.0304,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"427","OTU789","OTU789",0.000547630432340878,0,2.243886704875,0.035,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"428","OTU807","OTU807",6.73997369505601e-05,0,0.2938748895,0.0056,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN","d:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae","Glomerales","7","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable","NULL","b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'"
"429","OTU816","OTU816",9.85208776045272e-05,0,0.46597296075,0.0063,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"430","OTU82","OTU82",9.39539373952203e-05,0,0.342248679375,0.0019,"d:Fungi","p:Ascomycota","c:Saccharomycetes","o:Saccharomycetales","f:Saccharomycetales_fam_Incertae_sedis","g:Candida","s:Candida_albicans_SH194547.07FU","d:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Saccharomycetales_fam_Incertae_sedis,g:Candida,s:Candida_albicans_SH194547.07FU","Saccharomycetales","7","Saprotroph","Undefined Saprotroph","Yeast","NULL","Possible","NULL","b'Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158'"
"431","OTU836","OTU836",0.000249499393513312,0,0.9659813885,0.004,"d:Fungi","p:Ascomycota","c:Leotiomycetes","o:Helotiales","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales","-","-","-","-","-","-","-","Unassigned","-"
"432","OTU84","OTU84",0.000471096988634771,0,2.054067,0.0054,"d:Fungi","p:Ascomycota","c:Pezizomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Pezizomycetes","-","-","-","-","-","-","-","Unassigned","-"
"433","OTU841","OTU841",0.00013126152491943,0,0.572323689625,0.0055,"d:Fungi","p:Glomeromycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Glomeromycota","-","-","-","-","-","-","-","Unassigned","-"
"434","OTU855","OTU855",0.000321464688930176,0,1.2585141815,0.0014,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","g:Kamienskia","s:Kamienskia_divaricata_SH641510.07FU","d:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Kamienskia,s:Kamienskia_divaricata_SH641510.07FU","Glomeraceae","9","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable","NULL","b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'"
"435","OTU856","OTU856",0.000177721929165041,0,0.722424496625,0.0043,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"436","OTU874","OTU874",0.000169801200256059,0,0.703909991875,0.0012,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Eurotiales","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales","-","-","-","-","-","-","-","Unassigned","-"
"437","OTU880","OTU880",0.000252708128001963,0,0.92054708375,0.0019,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Pleosporaceae","g:Bipolaris","UNKNOWN","d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Bipolaris","Pleosporaceae","9","Pathotroph-Saprotroph","Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph","Microfungus","NULL","Probable","Necrotrophic pathogens and saprobes, especially associated with grasses. Many species are seed-borne (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; David AS, et al. 2016. Microbial Ecology 71:912-926; Lawrey JD, Diederich P. 2016. URL: http://www.lichenicolous.net [24 May 2017]'"
"438","OTU898","OTU898",0.000348402057797136,1.383648923,0,0.0244,"d:Fungi","p:Basidiomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Basidiomycota","-","-","-","-","-","-","-","Unassigned","-"
"439","OTU899","OTU899",8.89845924157671e-05,0,0.387988714,0.0055,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota","-","-","-","-","-","-","-","Unassigned","-"
"440","OTU9","OTU9",0.00163878989806695,3.0657686725,8.68556128825,0.0092,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota","-","-","-","-","-","-","-","Unassigned","-"
"441","OTU900","OTU900",0.000190229009319264,0,0.736505528,0.004,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Eurotiales","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales","-","-","-","-","-","-","-","Unassigned","-"
"442","OTU92","OTU92",0.00128342101780152,7.608444372125,3.492616404,0.0193,"d:Fungi","p:Ascomycota","c:Pezizomycetes","o:Pezizales","f:Pyronemataceae","g:Scutellinia","UNKNOWN","d:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Scutellinia","Pyronemataceae","9","Saprotroph-Symbiotroph","Dung Saprotroph-Ectomycorrhizal-Soil Saprotroph-Wood Saprotroph","Gasteroid-Pezizoid","NULL","Possible","Saprobic on soil, dung or rotten wood or mycorrhizal, some species hypogeous, others associated with fire sites (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge'"
"443","OTU933","OTU933",0.000237053848234789,0,0.917796240875,0.004,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Didymosphaeriaceae","g:Paraconiothyrium","UNKNOWN","d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae,g:Paraconiothyrium","Didymosphaeriaceae","9","Pathotroph-Saprotroph-Symbiotroph","Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph","Microfungus","NULL","Probable","Saprobes in both woody and herbaceous material, also parasitic on other fungi (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Massimo NC, et al. 2015. Microbial Ecology 70:61-76'"
"444","OTU935","OTU935",0.000218253610365537,0,0.795038632625,0.0019,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Testudinaceae","g:Lepidosphaeria","s:Lepidosphaeria_nicotiae_SH019877.07FU","d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Testudinaceae,g:Lepidosphaeria,s:Lepidosphaeria_nicotiae_SH019877.07FU","Lepidosphaeria","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable","NULL","b'Tedersoo L, et al. 2014. Science 346:1256688'"
"445","OTU940","OTU940",0.000230437072713965,0,1.004746789,0.0054,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"446","OTU942","OTU942",0.000234481821397733,0,0.907838180375,0.004,"d:Fungi","p:Ascomycota","c:Sordariomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Sordariomycetes","-","-","-","-","-","-","-","Unassigned","-"
"447","OTU947","OTU947",0.000207247610849738,0,0.8424438765,0.0042,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Cantharellales","f:Ceratobasidiaceae","UNKNOWN","UNKNOWN","d:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae","-","-","-","-","-","-","-","Unassigned","-"
"448","OTU964","OTU964",0.000136498646247603,0,0.529811897625,0.0041,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"449","OTU976","OTU976",0.000128204466183451,0,0.545120967,0.0058,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
